customer_id,first_name,last_name,email,phone,join_date,loyalty_points_balance,last_transaction_date,status
CUST000914,Kavita,Desai,kavita.desai914@example.com,9045960900,2016-10-06,93,2023-01-04,ACTIVE
CUST000915,Anita,Mehra,anita.mehra915@example.com,9530843666,2016-08-08,15,2025-06-05,NEW
CUST000916,Anita,Verma,anita.verma916@example.com,9290724309,2022-08-06,84,,ACTIVE
CUST000917,Neha,,neha.x917@example.com,9286467853,2023-07-28,85,2023-12-13,ACTIVE
CUST000918,Anita,Joshi,anita.joshi918@example.com,9640529794,2016-11-12,90,2025-10-14,INACTIVE
CUST000919,Karan,Khan,karan.khan919@example.com,9449583969,2024-01-27,28,2025-09-28,ACTIVE
CUST000920,Neha,Sharma,neha.sharma920@example.com,9579324566,2016-05-08,172,2024-05-03,ACTIVE
CUST000921,Swapna,Chatterjee,swapna.chatterjee921@example.com,9418358600,2016-11-04,352,2025-07-27,ACTIVE
CUST000922,Meera,Roy,meera.roy922@example.com,,2019-10-26,32,2025-06-12,ACTIVE
CUST000923,Karan,Singh,karan.singh923@example.com,9985673992,2024-10-21,200,2023-03-27,ACTIVE
CUST000924,Ravi,Singh,ravi.singh924@example.com,9950488905,2022-09-03,34,2022-10-12,ACTIVE
CUST000925,Asha,Desai,asha.desai925@example.com,9201082950,2020-04-21,42,2023-12-25,ACTIVE
CUST000926,Anita,Sharma,anita.sharma926@example.com,9921580372,2017-07-04,153,2024-11-29,INACTIVE
CUST000927,Suresh,Kumar,suresh.kumar927@example.com,9401367591,2016-01-26,14,2022-09-14,ACTIVE
CUST000928,Amit,Kumar,amit.kumar928@example.com,9273911754,2025-05-23,6,2024-03-01,ACTIVE
CUST000929,Karan,Khan,karan.khan929@example.com,9785909007,2025-07-23,48,2024-07-19,NEW
CUST000930,Rahul,Bose,rahul.bose930@example.com,9001818455,2025-10-15,13,2024-08-15,ACTIVE
CUST000931,Anita,Desai,anita.desai931@example.com,9803187959,2023-01-16,8,,ACTIVE
CUST000932,Meera,Gupta,meera.gupta932@example.com,9143607939,2025-05-14,88,2023-03-05,INACTIVE
CUST000933,Meera,Patel,meera.patel933@example.com,9356218265,2016-09-21,20,2024-05-20,ACTIVE
CUST000934,Ravi,Singh,ravi.singh934@example.com,9313455783,2025-05-24,35,2023-06-13,ACTIVE
CUST000935,Vishal,Sharma,vishal.sharma935@example.com,9236253491,2020-01-12,130,2025-02-08,ACTIVE
CUST000936,Priya,Joshi,priya.joshi936@example.com,9889462006,2021-08-20,9,2025-02-05,INACTIVE
CUST000937,Neha,Khan,neha.khan937@example.com,9700569907,2023-02-08,511,2023-04-26,ACTIVE
CUST000938,Kavita,Gupta,kavita.gupta938@example.com,9097407490,2018-05-12,36,2025-08-03,GUEST
CUST000939,Kavita,Chatterjee,kavita.chatterjee939@example.com,9674108010,2026-11-22,78,2024-01-15,INACTIVE
CUST000940,Sunita,Mehra,sunita.mehra940@example.com,9821070162,2016-11-30,156,2024-06-16,INACTIVE
CUST000941,Kavita,Desai,kavita.desai941@example.com,9663181874,2022-03-16,27,2024-04-25,GUEST
CUST000942,Anita,Singh,anita.singh942@example.com,9307143689,2021-02-23,41,2025-08-28,ACTIVE
CUST000943,Neha,Chatterjee,neha.chatterjee943@example.com,9515340002,2023-04-04,23,2023-11-17,ACTIVE
CUST000944,Anita,Joshi,anita.joshi944@example.com,9395526258,2024-01-21,47,2025-07-18,ACTIVE
CUST000945,Rahul,Bose,rahul.bose945@example.com,9597487001,2022-08-31,132,2024-04-28,ACTIVE
CUST000946,Neha,Desai,neha.desai946@example.com,9711522523,2024-05-28,125,2025-02-15,NEW
CUST000947,Suresh,Khan,suresh.khan947@example.com,9788852671,2024-12-18,20,2023-03-15,ACTIVE
CUST000948,Asha,Verma,asha.verma948@example.com,9732642171,2018-08-04,64,2023-09-22,NEW
CUST000949,Sunita,Khan,sunita.khan949@example.com,9882771503,2021-03-01,116,2023-10-01,ACTIVE
CUST000950,Amit,Malhotra,amit.malhotra950@example.com,9756883934,2023-09-07,133,2025-03-09,ACTIVE
CUST000951,Karan,Bose,karan.bose951@example.com,9905067046,2022-02-06,101,2025-03-26,GUEST
CUST000952,Priya,Sharma,priya.sharma952@example.com,9839602884,2023-09-18,21,2023-01-02,GUEST
CUST000953,Asha,Verma,asha.verma953@example.com,9122935608,2020-10-15,202,2023-05-30,ACTIVE
CUST000954,Ravi,Singh,ravi.singh954@example.com,9890573009,2021-11-14,34,2024-10-17,ACTIVE
CUST000955,Rahul,Patel,rahul.patel955@example.com,9364561671,2019-03-10,46,2023-03-19,INACTIVE
CUST000956,Anita,Khan,anita.khan956@example.com,9197370425,2017-11-30,81,2025-10-17,ACTIVE
CUST000957,Vishal,Iyer,vishal.iyer957@example.com,9161406418,2021-01-10,196,2023-10-24,INACTIVE
CUST000958,Rohan,Mehra,rohan.mehra958@example.com,9286114409,2017-04-05,104,2022-11-28,INACTIVE
CUST000959,Kavita,Chatterjee,kavita.chatterjee959@example.com,9468242266,2022-04-16,120,2022-11-13,NEW
CUST000960,Ravi,Joshi,ravi.joshi960@example.com,9254880142,2025-02-15,24,2024-04-19,GUEST
CUST000961,Rohan,Sharma,rohan.sharma961@example.com,9161839926,2026-11-22,43,2023-01-13,ACTIVE
CUST000962,Asha,Verma,asha.verma962@example.com,9545717652,2022-03-20,14,2024-01-25,ACTIVE
CUST000963,Vishal,Gupta,vishal.gupta963@example.com,9232114992,2023-11-06,133,2025-02-01,INACTIVE
CUST000964,Neha,Patel,neha.patel964@example.com,9806485869,2020-03-11,297,2024-06-13,ACTIVE
CUST000965,Meera,Khan,meera.khan965@example.com,9044948924,2022-03-13,132,2025-07-19,ACTIVE
CUST000966,Karan,Roy,karan.roy966@example.com,9065813394,2024-02-19,13,2023-03-06,ACTIVE
CUST000967,Rahul,Verma,rahul.verma967@example.com,9870302761,2020-01-18,118,2025-04-02,ACTIVE
CUST000968,Ravi,Bose,ravi.bose968@example.com,9636525678,2016-12-21,56,2023-10-14,ACTIVE
CUST000969,Swapna,Kumar,swapna.kumar969@example.com,9007146322,2016-09-01,9,2023-10-12,SUSPECT
CUST000970,Ravi,Joshi,ravi.joshi970@example.com,9838795637,2022-03-22,755,2024-12-06,ACTIVE
CUST000971,Rohan,Desai,rohan.desai971@example.com,9205008418,2023-06-26,128,2023-03-23,SUSPECT
CUST000972,Suresh,Kumar,suresh.kumar972@example.com,9443632517,2018-03-14,97,2023-06-21,SUSPECT
CUST000973,Anita,Joshi,anita.joshi973@example.com,9359171637,2021-12-29,206,2025-09-20,ACTIVE
CUST000974,Anita,Verma,anita.verma974@example.com,9903288518,2018-09-16,39,2024-05-14,INACTIVE
CUST000975,Rahul,Kumar,rahul.kumar975@example.com,9912713628,2018-03-01,109,2024-07-03,GUEST
CUST000976,Anita,Bose,anita.bose976@example.com,9530350727,2018-01-01,63,2024-03-14,ACTIVE
CUST000977,Vishal,Sharma,vishal.sharma977@example.com,9189686282,2022-04-26,13,2024-10-30,ACTIVE
CUST000978,Suresh,Khan,suresh.khan978@example.com,9307653138,2017-01-30,77,2024-05-03,ACTIVE
CUST000979,Ravi,Chatterjee,ravi.chatterjee979@example.com,9317956605,2022-08-17,99,2022-09-12,ACTIVE
CUST000980,Priya,Gupta,priya.gupta980@example.com,9567418007,2017-02-26,64,2023-05-18,ACTIVE
CUST000981,Suresh,Malhotra,suresh.malhotra981@example.com,9711804200,2023-09-14,13,2024-11-19,NEW
CUST000982,Asha,Iyer,asha.iyer982@example.com,9845421733,2024-08-13,7,2022-09-13,ACTIVE
CUST000983,Anita,Khan,anita.khan983@example.com,9156735390,2018-01-15,109,2024-06-12,ACTIVE
CUST000984,Rohan,Khan,rohan.khan984@example.com,9452545923,2016-04-27,181,2024-09-10,ACTIVE
CUST000985,Rahul,Malhotra,rahul.malhotra985@example.com,9640025539,2022-10-17,257,2024-08-19,ACTIVE
CUST000986,Meera,Joshi,meera.joshi986@example.com,9026728707,2024-03-27,49,,ACTIVE
CUST000987,Meera,Khan,meera.khan987@example.com,9353387796,2016-03-11,278,,INACTIVE
CUST000988,Suresh,Roy,suresh.roy988@example.com,9502225162,2020-12-07,171,2023-08-20,INACTIVE
CUST000989,Vishal,Joshi,vishal.joshi989@example.com,9810561788,2016-09-04,55,2023-12-30,INACTIVE
CUST000990,Swapna,Roy,swapna.roy990@example.com,9423493172,2025-08-29,52,2024-06-27,ACTIVE
CUST000991,Vishal,Bose,vishal.bose991@example.com,9321454233,2023-08-12,40,2023-12-22,INACTIVE
CUST000992,Priya,Gupta,priya.gupta992@example.com,9612378097,2022-06-24,7,2024-07-20,ACTIVE
CUST000993,Sunita,Gupta,sunita.gupta993@example.com,9293557626,2017-04-21,0,2022-11-13,GUEST
CUST000994,Swapna,Bose,swapna.bose994@example.com,9540803628,2018-02-07,28,2023-11-29,INACTIVE
CUST000995,Rohan,Khan,rohan.khan995@example.com,9053329622,2023-12-04,29,2024-11-25,ACTIVE
CUST000996,Kavita,Khan,kavita.khan996@example.com,,2017-06-14,130,2025-04-01,NEW
CUST000997,Meera,Patel,meera.patel997@example.com,9004326956,2020-11-14,17,2023-09-15,NEW
CUST000998,Priya,Verma,priya.verma998@example.com,9199146543,2021-09-28,117,2025-01-24,ACTIVE
CUST000999,Suresh,Malhotra,suresh.malhotra999@example.com,9448781060,2017-05-14,131,2025-05-17,ACTIVE
CUST001000,Swapna,Patel,swapna.patel1000@example.com,9567648629,2018-10-12,61,,ACTIVE
CUST001001,Neha,Iyer,neha.iyer1001@example.com,9510673043,2024-02-18,12,2023-10-21,ACTIVE
CUST001002,Neha,Mehra,neha.mehra1002@example.com,9101998725,2022-05-18,127,2024-02-05,ACTIVE
CUST001003,Suresh,Kumar,suresh.kumar1003@example.com,9766459981,2021-11-29,244,2024-08-11,ACTIVE
CUST001004,Suresh,Singh,suresh.singh1004@example.com,9220770941,2021-11-06,45,2023-05-02,ACTIVE
CUST001005,Vishal,Kumar,vishal.kumar1005@example.com,,2018-04-19,142,2022-11-18,INACTIVE
CUST001006,Suresh,Gupta,suresh.gupta1006@example.com,9297096750,2019-05-21,135,2022-08-21,ACTIVE
CUST001007,Swapna,Malhotra,swapna.malhotra1007@example.com,9361804676,2016-01-01,5,2025-02-15,ACTIVE
CUST001008,Swapna,Iyer,swapna.iyer1008@example.com,9451644904,2017-01-31,5,2024-08-12,INACTIVE
CUST001009,Rahul,Patel,rahul.patel1009@example.com,9683001662,2018-10-29,112,,ACTIVE
CUST001010,Neha,Roy,neha.roy1010@example.com,9438978010,2020-02-21,177,2024-12-10,VIP
CUST001011,Swapna,Singh,swapna.singh1011@example.com,9233630265,2023-11-14,253,2023-01-24,ACTIVE
CUST001012,Sunita,Bose,sunita.bose1012@example.com,9643361493,2025-01-31,15,2024-10-30,ACTIVE
CUST001013,Rahul,Roy,rahul.roy1013@example.com,9960866819,2019-12-06,87,2023-10-10,ACTIVE
CUST001014,Anita,Gupta,anita.gupta1014@example.com,9521429127,2020-03-31,33,2023-07-04,ACTIVE
CUST001015,Kavita,Mehra,kavita.mehra1015@example.com,9693482887,2025-03-23,25,2023-07-02,NEW
CUST001016,Ravi,Sharma,ravi.sharma1016@example.com,9262526191,2016-08-31,134,2024-11-04,ACTIVE
CUST001017,Kavita,Iyer,kavita.iyer1017@example.com,9236536030,2021-10-08,53,,INACTIVE
CUST001018,Rahul,Sharma,rahul.sharma1018@example.com,9757822128,2024-01-08,57,2024-11-17,ACTIVE
CUST001019,Swapna,Patel,swapna.patel1019@example.com,9000823363,2016-06-23,186,2024-10-24,ACTIVE
CUST001020,Vishal,Chatterjee,vishal.chatterjee1020@example.com,9052796660,2021-06-16,27,2025-05-27,ACTIVE
CUST001021,Neha,Mehra,neha.mehra1021@example.com,9950066501,2020-09-23,75,2024-01-13,ACTIVE
CUST001022,Sunita,Sharma,sunita.sharma1022@example.com,9871938681,2024-11-28,175,2024-10-14,ACTIVE
CUST001023,Rohan,Kumar,rohan.kumar1023@example.com,9697897537,2023-07-08,14,2023-10-27,ACTIVE
CUST001024,Vishal,Patel,vishal.patel1024@example.com,9090649432,2023-05-31,90,2024-03-05,ACTIVE
CUST001025,Swapna,Singh,swapna.singh1025@example.com,9905794092,2023-02-06,181,2023-05-22,INACTIVE
CUST001026,Priya,Sharma,priya.sharma1026@example.com,9876341732,2017-03-12,144,2024-07-17,NEW
CUST001027,Suresh,Patel,suresh.patel1027@example.com,9768425707,2018-01-22,215,,ACTIVE
CUST001028,Rohan,Khan,rohan.khan1028@example.com,9385282104,2021-01-14,3,2024-05-28,INACTIVE
CUST001029,Rohan,Singh,rohan.singh1029@example.com,9094059668,2019-06-19,117,,ACTIVE
CUST001030,Vishal,Roy,vishal.roy1030@example.com,9379177705,2023-04-14,22,2024-02-18,ACTIVE
CUST001031,Rohan,Khan,rohan.khan1031@example.com,9359481820,2018-12-05,81,,ACTIVE
CUST001032,Anita,Kumar,anita.kumar1032@example.com,9515255904,2020-06-26,149,2024-08-25,VIP
CUST001033,Ravi,Kumar,ravi.kumar1033@example.com,9465618951,2024-01-28,54,2025-09-05,INACTIVE
CUST001034,,Joshi,user.joshi1034@example.com,9950936113,2017-10-21,121,2024-09-01,ACTIVE
CUST001035,Asha,Malhotra,asha.malhotra1035@example.com,9644374161,2016-02-08,183,2023-12-04,ACTIVE
CUST001036,Rahul,Joshi,rahul.joshi1036@example.com,9737311660,2020-12-16,291,2023-12-29,GUEST
CUST001037,Neha,Chatterjee,neha.chatterjee1037@example.com,9217766286,2021-12-26,78,2023-01-07,ACTIVE
CUST001038,Ravi,Joshi,ravi.joshi1038@example.com,9555950007,2019-03-16,37,2023-06-09,ACTIVE
CUST001039,Neha,Mehra,neha.mehra1039@example.com,9988488636,2019-07-16,49,2022-11-09,ACTIVE
CUST001040,Asha,Patel,asha.patel1040@example.com,9469437476,2019-12-24,200,2023-01-22,ACTIVE
CUST001041,Swapna,Mehra,swapna.mehra1041@example.com,9589904585,2017-10-09,27,2025-03-15,ACTIVE
CUST001042,Ravi,Roy,ravi.roy1042@example.com,9659390712,2016-06-16,214,2025-11-02,ACTIVE
CUST001043,Neha,Kumar,neha.kumar1043@example.com,9803518084,2017-05-14,5,2024-10-27,ACTIVE
CUST001044,,Joshi,user.joshi1044@example.com,9589022071,2016-06-07,355,2025-09-27,ACTIVE
CUST001045,Rahul,Patel,rahul.patel1045@example.com,9466377325,2023-04-04,12,2024-07-07,ACTIVE
CUST001046,Suresh,Patel,suresh.patel1046@example.com,9772778105,2021-12-04,214,2022-11-20,NEW
CUST001047,Anita,Roy,anita.roy1047@example.com,9873850948,2015-12-22,77,2024-03-04,ACTIVE
CUST001048,Ravi,Singh,ravi.singh1048@example.com,9744724961,2023-02-08,82,2023-01-21,NEW
CUST001049,Neha,Verma,neha.verma1049@example.com,9051943788,2024-03-02,394,2025-01-25,NEW
CUST001050,Kavita,Singh,kavita.singh1050@example.com,9612963294,2020-05-05,302,2024-08-09,ACTIVE
CUST001051,Meera,Gupta,meera.gupta1051@example.com,9451414274,2024-05-13,160,2024-07-04,ACTIVE
CUST001052,Neha,Bose,neha.bose1052@example.com,9721278955,2024-08-14,105,2025-06-26,ACTIVE
CUST001053,Karan,Mehra,karan.mehra1053@example.com,9728327423,2017-09-30,113,2025-08-28,ACTIVE
CUST001054,Neha,Mehra,neha.mehra1054@example.com,9189193350,2017-11-25,14,2025-11-21,ACTIVE
CUST001055,,Malhotra,user.malhotra1055@example.com,9793614356,2024-02-10,62,2024-06-08,GUEST
CUST001056,Meera,Bose,meera.bose1056@example.com,9575545173,2020-08-03,56,2024-05-29,ACTIVE
CUST001057,Karan,Patel,karan.patel1057@example.com,,2016-07-19,10,2025-08-09,INACTIVE
CUST001058,Rahul,Roy,rahul.roy1058@example.com,9894014398,2017-11-04,1,2023-03-25,GUEST
CUST001059,Kavita,Desai,kavita.desai1059@example.com,9201352378,2021-02-22,1,2023-10-09,ACTIVE
CUST001060,Meera,Iyer,meera.iyer1060@example.com,9439719964,2024-05-17,133,2023-01-11,ACTIVE
CUST001061,Rohan,Chatterjee,rohan.chatterjee1061@example.com,9722975186,2021-06-20,59,2023-06-20,ACTIVE
CUST001062,Swapna,Kumar,swapna.kumar1062@example.com,9227461798,2019-04-06,67,2024-03-15,ACTIVE
CUST001063,Ravi,Desai,ravi.desai1063@example.com,9238903323,2020-12-22,29,2023-12-05,ACTIVE
CUST001064,Amit,Patel,amit.patel1064@example.com,9797422800,2025-04-15,77,2022-12-01,INACTIVE
CUST001065,Suresh,Joshi,suresh.joshi1065@example.com,,2019-05-06,13,2025-09-03,ACTIVE
CUST001066,Karan,Desai,karan.desai1066@example.com,9110960861,2018-02-05,17,2025-01-11,ACTIVE
CUST001067,Neha,Iyer,neha.iyer1067@example.com,9898918366,2017-10-22,170,2023-12-22,ACTIVE
CUST001068,Sunita,Mehra,sunita.mehra1068@example.com,9630406946,2023-06-05,2,2023-03-10,NEW
CUST001069,Amit,Khan,amit.khan1069@example.com,9074904294,2017-02-11,247,2023-11-19,ACTIVE
CUST001070,Rahul,Gupta,rahul.gupta1070@example.com,9486285004,2023-08-29,41,,ACTIVE
CUST001071,Karan,Desai,karan.desai1071@example.com,,2025-09-16,269,2024-02-01,NEW
CUST001072,Rahul,Iyer,rahul.iyer1072@example.com,9486469174,2018-02-16,6,2024-10-28,ACTIVE
CUST001073,Rohan,Patel,rohan.patel1073@example.com,9478710351,2016-06-05,37,2025-06-06,NEW
CUST001074,Kavita,Roy,kavita.roy1074@example.com,9353926555,2024-06-18,89,2022-11-25,ACTIVE
CUST001075,Vishal,Desai,vishal.desai1075@example.com,9219221000,2021-04-07,277,2023-03-17,ACTIVE
CUST001076,Sunita,Khan,sunita.khan1076@example.com,9525125685,2018-03-10,9,2025-05-07,ACTIVE
CUST001077,Suresh,Malhotra,suresh.malhotra1077@example.com,9032531827,2023-11-08,165,2022-11-02,INACTIVE
CUST001078,Neha,Gupta,neha.gupta1078@example.com,9619526270,2023-01-27,94,2024-04-14,ACTIVE
CUST001079,Rohan,Kumar,rohan.kumar1079@example.com,9675613622,2025-08-16,102,2025-07-24,VIP
CUST001080,Karan,Verma,karan.verma1080@example.com,9875450218,2020-01-01,486,2023-10-11,ACTIVE
CUST001081,Sunita,Kumar,sunita.kumar1081@example.com,9335690691,2021-10-24,38,2023-11-06,INACTIVE
CUST001082,Priya,Joshi,priya.joshi1082@example.com,9011974152,2023-01-09,44,2023-06-25,VIP
CUST001083,Ravi,Kumar,ravi.kumar1083@example.com,9557585255,2020-11-12,76,2022-09-04,GUEST
CUST001084,Asha,Joshi,invalid-email,9973539261,2025-04-19,98,2023-05-06,ACTIVE
CUST001085,Amit,Desai,amit.desai1085@example.com,9685764533,2019-03-28,37,2022-10-07,ACTIVE
CUST001086,Amit,,amit.x1086@example.com,9152010486,2019-06-16,122,2023-03-02,ACTIVE
CUST001087,Rohan,Malhotra,rohan.malhotra1087@example.com,9783734793,2016-03-14,8,2024-11-29,ACTIVE
CUST001088,Neha,Patel,neha.patel1088@example.com,9561120017,2024-08-19,21,2025-07-05,ACTIVE
CUST001089,Sunita,Joshi,sunita.joshi1089@example.com,9138071097,2018-11-13,1,2024-12-30,NEW
CUST001090,Kavita,Patel,kavita.patel1090@example.com,9896389272,2017-05-27,138,2022-08-13,ACTIVE
CUST001091,Swapna,Bose,swapna.bose1091@example.com,9536269076,2025-10-12,295,2023-08-08,ACTIVE
CUST001092,Kavita,Verma,kavita.verma1092@example.com,9127827365,2023-09-16,146,2023-11-08,GUEST
CUST001093,Rahul,Iyer,rahul.iyer1093@example.com,9879671477,2023-06-27,18,2024-04-21,ACTIVE
CUST001094,Anita,Malhotra,anita.malhotra1094@example.com,9768153646,2018-12-05,33,,SUSPECT
CUST001095,Neha,Roy,neha.roy1095@example.com,9445363992,2020-07-25,111,2024-05-19,ACTIVE
CUST001096,Asha,Singh,asha.singh1096@example.com,9337690982,2016-07-14,37,2022-08-30,GUEST
CUST001097,Sunita,Roy,sunita.roy1097@example.com,9332265078,2025-05-24,52,2022-08-20,ACTIVE
CUST001098,Anita,Khan,anita.khan1098@example.com,9641687508,2024-07-21,29,2023-05-05,ACTIVE
CUST001099,Rohan,Singh,rohan.singh1099@example.com,9187414866,2021-10-01,76,2023-11-07,ACTIVE
CUST001100,Asha,Joshi,asha.joshi1100@example.com,9460083660,2016-10-21,203,,ACTIVE
CUST001101,Anita,Verma,anita.verma1101@example.com,9961975076,2023-02-20,27,2023-11-04,INACTIVE
CUST001102,Asha,Sharma,asha.sharma1102@example.com,9861603601,2021-03-10,75,2022-09-28,ACTIVE
CUST001103,Priya,Gupta,priya.gupta1103@example.com,9765516186,2019-01-12,109,2024-08-12,INACTIVE
CUST001104,Rahul,Sharma,rahul.sharma1104@example.com,9670165763,2018-01-20,0,2025-02-24,SUSPECT
CUST001105,Vishal,Chatterjee,vishal.chatterjee1105@example.com,9500483169,2022-02-07,29,2023-09-24,ACTIVE
CUST001106,Sunita,Gupta,sunita.gupta1106@example.com,9636556473,2018-03-31,83,2025-03-02,INACTIVE
CUST001107,Ravi,Malhotra,ravi.malhotra1107@example.com,9058105953,2017-05-30,174,2024-08-09,ACTIVE
CUST001108,Suresh,Verma,suresh.verma1108@example.com,9462269585,2023-12-21,25,2022-11-13,ACTIVE
CUST001109,Ravi,Sharma,ravi.sharma1109@example.com,9022708712,2022-03-14,229,2023-09-25,GUEST
CUST001110,Karan,Kumar,karan.kumar1110@example.com,9918781963,2020-11-26,174,2022-10-11,ACTIVE
CUST001111,Rohan,Malhotra,rohan.malhotra1111@example.com,9814012140,2019-08-04,50,2025-06-02,INACTIVE
CUST001112,Karan,Roy,karan.roy1112@example.com,9955496293,2026-11-22,167,2023-03-05,ACTIVE
CUST001113,Rohan,Singh,rohan.singh1113@example.com,9151429243,2023-07-03,189,2023-08-08,ACTIVE
CUST001114,Suresh,Patel,suresh.patel1114@example.com,9643118721,2018-03-08,33,2023-04-14,ACTIVE
CUST001115,,Mehra,user.mehra1115@example.com,,2015-11-26,12,2024-06-22,INACTIVE
CUST001116,Kavita,Chatterjee,kavita.chatterjee1116@example.com,9944597496,2019-05-27,10,,ACTIVE
CUST001117,Anita,Sharma,anita.sharma1117@example.com,9705952493,2025-05-13,212,2025-05-14,ACTIVE
CUST001118,Asha,Mehra,,9429584061,2020-12-14,68,2024-08-21,NEW
CUST001119,Ravi,Roy,ravi.roy1119@example.com,9127388927,2025-08-28,111,2023-05-20,ACTIVE
CUST001120,Neha,Gupta,neha.gupta1120@example.com,9854977448,2019-06-08,49,2024-05-06,GUEST
CUST001121,Rahul,Roy,rahul.roy1121@example.com,9028767122,2022-02-17,151,2023-05-31,GUEST
CUST001122,Asha,Mehra,asha.mehra1122@example.com,9027531756,2023-06-08,173,2024-12-21,ACTIVE
CUST001123,Vishal,Khan,vishal.khan1123@example.com,9529814444,2025-07-14,223,2023-03-04,ACTIVE
CUST001124,Suresh,Roy,suresh.roy1124@example.com,9029488489,2023-09-15,102,,INACTIVE
CUST001125,Vishal,Mehra,vishal.mehra1125@example.com,9963144717,2025-11-17,222,2025-01-25,ACTIVE
CUST001126,Neha,Roy,neha.roy1126@example.com,9645322976,2021-07-18,201,,ACTIVE
CUST001127,Neha,Mehra,neha.mehra1127@example.com,9138073040,2017-04-29,31,2022-11-11,ACTIVE
CUST001128,Amit,Chatterjee,amit.chatterjee1128@example.com,9514820301,2024-01-24,88,,ACTIVE
CUST001129,Ravi,Singh,ravi.singh1129@example.com,9246870407,2019-10-13,30,2023-05-03,ACTIVE
CUST001130,Karan,Bose,karan.bose1130@example.com,9020095471,2020-06-12,101,2023-08-17,SUSPECT
CUST001131,Amit,Gupta,amit.gupta1131@example.com,9385732166,2020-08-05,227,2025-05-25,ACTIVE
CUST001132,Suresh,Singh,suresh.singh1132@example.com,9393550080,2022-07-14,65,2025-03-13,ACTIVE
CUST001133,Vishal,Iyer,vishal.iyer1133@example.com,9073991267,2021-11-22,174,2024-11-01,ACTIVE
CUST001134,Rohan,Chatterjee,rohan.chatterjee1134@example.com,9664917852,2018-01-09,1,2025-11-03,ACTIVE
CUST001135,Amit,Kumar,amit.kumar1135@example.com,9406999463,2022-02-17,201,2024-02-17,ACTIVE
CUST001136,Karan,Joshi,karan.joshi1136@example.com,9635141334,2018-12-24,288,2023-02-15,ACTIVE
CUST001137,Sunita,Desai,sunita.desai1137@example.com,9105452070,2025-03-15,37,2024-10-16,GUEST
CUST001138,Vishal,Bose,vishal.bose1138@example.com,9115122493,2025-06-03,123,2023-12-20,GUEST
CUST001139,Neha,Bose,neha.bose1139@example.com,9416758379,2023-03-06,171,2024-06-04,VIP
CUST001140,Priya,Chatterjee,priya.chatterjee1140@example.com,9389609072,2025-06-15,13,2022-09-24,VIP
CUST001141,Meera,Roy,meera.roy1141@example.com,,2021-01-30,53,2025-09-07,ACTIVE
CUST001142,Karan,Iyer,karan.iyer1142@example.com,9084059487,2020-05-12,23,2023-12-13,ACTIVE
CUST001143,Vishal,Malhotra,vishal.malhotra1143@example.com,9892119880,2024-09-26,137,2023-02-22,VIP
CUST001144,Kavita,Kumar,kavita.kumar1144@example.com,9638994131,2019-09-09,52,,ACTIVE
CUST001145,Suresh,Gupta,suresh.gupta1145@example.com,9647599392,2017-02-07,0,2024-07-07,ACTIVE
CUST001146,Rahul,Roy,rahul.roy1146@example.com,9338211917,2020-03-25,30,2024-02-21,GUEST
CUST001147,Rohan,Singh,rohan.singh1147@example.com,9802191464,2025-03-31,22,2025-02-01,ACTIVE
CUST001148,Sunita,Malhotra,sunita.malhotra1148@example.com,9889346497,2024-06-30,7,2023-04-18,INACTIVE
CUST001149,Priya,Desai,priya.desai1149@example.com,9806166482,2023-12-17,75,2023-11-28,ACTIVE
CUST001150,Anita,Kumar,anita.kumar1150@example.com,9781029247,2019-04-06,41,2025-04-04,ACTIVE
CUST001151,Swapna,Bose,swapna.bose1151@example.com,9873837361,2023-04-15,24,2025-06-20,GUEST
CUST001152,Amit,Patel,amit.patel1152@example.com,9323994989,2024-12-15,275,2022-11-13,INACTIVE
CUST001153,Ravi,Roy,ravi.roy1153@example.com,9136525118,2023-04-06,39,2024-10-07,VIP
CUST001154,Meera,Bose,meera.bose1154@example.com,9330079621,2022-08-04,13,2024-12-19,ACTIVE
CUST001155,Rahul,Roy,rahul.roy1155@example.com,9783010715,2025-02-02,74,2024-02-12,ACTIVE
CUST001156,Meera,Gupta,,9287857874,2016-07-20,222,2025-03-05,ACTIVE
CUST001157,Vishal,Sharma,vishal.sharma1157@example.com,9659660770,2025-05-10,150,2024-03-10,ACTIVE
CUST001158,Priya,Chatterjee,priya.chatterjee1158@example.com,,2024-08-30,16,2024-06-11,ACTIVE
CUST001159,Karan,Singh,karan.singh1159@example.com,9206204304,2022-05-19,35,2023-06-22,ACTIVE
CUST001160,Asha,Bose,asha.bose1160@example.com,9245970092,2017-03-30,27,2023-10-14,ACTIVE
CUST001161,Swapna,Bose,swapna.bose1161@example.com,9179415087,2022-04-26,262,2024-02-27,ACTIVE
CUST001162,Meera,Malhotra,meera.malhotra1162@example.com,9675114339,2017-04-03,32,2024-04-17,VIP
CUST001163,Asha,Kumar,asha.kumar1163@example.com,9032441199,2021-04-12,18,2022-10-21,ACTIVE
CUST001164,Kavita,Desai,kavita.desai1164@example.com,9790936571,2021-07-05,60,2023-10-23,ACTIVE
CUST001165,Karan,Khan,karan.khan1165@example.com,9812263712,2017-01-21,94,2023-11-04,NEW
CUST001166,Anita,Patel,invalid-email,9594033602,2021-11-11,17,2025-05-27,ACTIVE
CUST001167,Swapna,Singh,swapna.singh1167@example.com,9835718251,2018-01-12,2,2025-05-01,INACTIVE
